Species	Ks
LMA_LMB	0.502447
LMA_LMB	0.0647773
LMA_LMB	0.0660264
LMA_LMB	0.297552
LMA_LMB	0.548063
LMA_LMB	0.0899101
LMA_LMB	0.402329
LMA_LMB	0.152941
LMA_LMB	0.179452
LMA_LMB	0.21181
LMA_LMB	0.113014
LMA_LMB	0.0498132
LMA_LMB	0.437967
LMA_LMB	0.309417
LMA_LMB	0.3397
LMA_LMB	0.0509491
LMA_LMB	0.0534591
LMA_LMB	0.111928
LMA_LMB	0.0820513
LMA_LMB	0.238095
LMA_LMB	0.181282
LMA_LMB	0.149871
LMA_LMB	0.431246
LMA_LMB	0.230263
LMA_LMB	0.169994
LMA_LMB	0.337198
LMA_LMB	0.086496
LMA_LMB	0.15358
LMA_LMB	0.0498458
LMA_LMB	0.120631
LMA_LMB	0.0980684
LMA_LMB	0.171152
LMA_LMB	0.196043
LMA_LMB	0.390347
LMA_LMB	0.165083
LMA_LMB	0.619238
LMA_LMB	0.192488
LMA_LMB	0.161348
LMA_LMB	0.25
LMA_LMB	0.507732
LMA_LMB	0.189825
LMA_LMB	0.372014
LMA_LMB	0.25396
LMA_LMB	0.361143
LMA_LMB	0.341625
LMA_LMB	0.0733753
LMA_LMB	0.366106
LMA_LMB	0.83974
LMA_LMB	0.0400641
LMA_LMB	0.0706196
LMA_LMB	0.203918
LMA_LMB	0.167553
LMA_LMB	0.0576058
LMA_LMB	0.177758
LMA_LMB	0.232301
LMA_LMB	0.588797
LMA_LMB	0.0347826
LMA_LMB	0.121076
LMA_LMB	0.332203
LMA_LMB	0.0405063
LMA_LMB	0.0702614
LMA_LMB	0.374823
LMA_LMB	0.0837989
LMA_LMB	0.217353
LMA_LMB	0.0185665
LMA_LMB	0.254274
LMA_LMB	0.312821
LMA_LMB	0.158076
LMA_LMB	0.110909
LMA_LMB	0.382603
LMA_LMB	0.138103
LMA_LMB	0.247312
LMA_LMB	0.0479193
LMA_LMB	0.0326679
LMA_LMB	0.212401
LMA_LMB	0.123878
LMA_LMB	0.289157
LMA_LMB	0.218447
LMA_LMB	0.429612
LMA_LMB	0.0663544
LMA_LMB	0.233979
LMA_LMB	0.109666
LMA_LMB	0.173601
LMA_LMB	0.0916523
LMA_LMB	0.270073
LMA_LMB	0.19304
LMA_LMB	0.438034
LMA_LMB	0.315522
LMA_LMB	0.186851
LMA_LMB	0.167169
LMA_LMB	0.238006
LMA_LMB	0.670999
LMA_LMB	0.826638
LMA_LMB	0.177273
LMA_LMB	0.0716139
LMA_LMB	0.21696
LMA_LMB	0.134092
LMA_LMB	0.207776
LMA_LMB	0.0640244
